Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
SilverGregorian,"Core","04-30-2023","uat","Asset Management","Verify that user can record event with Buyout and verify deal status change from Active to Terminated and verify Annotation in History","Fail","Failed","NA","NA","Failed","Timed out after 5 seconds. Unable to locate the element","--","timed out after 5 seconds. unable to locate the element","2023-04-30 19:11:28","2023-04-30 19:12:57","89","--","--","@TC6019_ValidateDealStatus_Terminated","99916","features/Core/SilverGregorian/ValidateDealStatus_Terminated.feature","--","--","AUTO-3116","AUTO-5840","Y","36151084.000","2712441.826","2712441.826","820.000","26778772.000","1006808.779","1006808.779","610.000",
SilverGregorianSOD,"Core","04-30-2023","uat","Portfolio Trial Balance V2 Report","User generates Portfolio Trial Balance V2 Report for deal LA8244-FXRemeasure_HVTC3_InterimRent_A_M and ASC 842 Ledger- qdo1","Pass","Failed","NA","NA","Failed","Unable to locate frame using WebElement inside frame Account Activity Trend Report Frame","--","The UI Frame not available. Verify screenshot and rerun the test. If the issue still persists - contact automation team.","2023-04-30 18:48:35","2023-04-30 19:00:33","718","LA8244-FXRemeasure_HVTC3_InterimRent_A_M","72044","@TC5934_PortfolioTrialBalanceV2-LA8244-FXRemeasure_HVTC3_InterimRent_A_M","90487","features/Core/SilverGregorianSoD/PortfolioTrialBalanceLA8244_V2Report.feature","--","--","AUTO-3116","AUTO-6226","Y","33527243.000","1361828.961","1361828.961","766.000","33086231.000","1358828.926","1358828.926","756.000",
Gold445MEC,"Core","04-30-2023","uat","gold445mec-accounting-regression-tests-(reg977,-reg986,-reg994)","For deal REG-994_4MQ and client Gold445MEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:35:36","2023-04-30 23:38:56","200","REG-994_4MQ","50503","@TC3233_REG-994_4MQ","42992","features/Core/Gold445MEC/REGScenarios/Gold445MEC_REG977,REG986,REG994.feature","--","--","AUTO-992","AUTO-1958","Y","1921788.000","70400.000","70400.000","44.000","11375300.000","132241.007","132241.007","262.000",
SilverGregorian,"Core","04-30-2023","uat","Verify Sweeping section under System Operations Console functionality","Verify results and validations for System Operations Console, Sweeping Tab, Date Range","Fail","Passed","NA","NA","Passed","","","","2023-04-30 16:51:49","2023-04-30 16:53:08","78","--","--","@TC5056_SystemOpsConsoleSweepingDateRange","90434","features/Core/SilverGregorian/SystemOpsConsoleSweepingDateRange.feature","--","--","AUTO-3116","AUTO-4568","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg005-to-reg007)","For deal REG006_4 and client Gold445 repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 18:50:50","2023-04-30 18:54:51","241","REG006_4","50205","@TC367_REG006_4","67611","features/Core/Gold445/REGScenarios/Gold445_REG005,REG006,REG007.feature","--","--","78122","86093","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianSOD,"Core","04-30-2023","uat","segregation of duties workflow","Verify End to end Approve workflow for Enter Schedule is working as expected once the box for Enter Schedule labeled User Interface is Checked","Fail","Passed","NA","NA","Passed","","","","2023-04-30 18:53:27","2023-04-30 18:59:50","383","9511_EnterSchedule_TS120230430185550248","79101","@TC6341_E2EApproveWorkflowForDealUI","79536","features/Core/SilverGregorianSoD/EnterScheduleLabeledUserInterfaceIsChecked.feature","--","--","AUTO-3116","AUTO-6330","Y","36151084.000","2712441.826","2712441.826","820.000","26778772.000","1006808.779","1006808.779","610.000",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg162-to-reg166)","For deal REG162_G and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:23:46","2023-05-01 00:27:05","199","REG162_G","567433","@TC263_REG162_G","137535","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG162,REG165,REG166.feature","--","--","78122","87558","Y","77648166.000","2451270.530","2451270.530","1782.000","81672832.000","2153849.239","2153849.239","1852.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Finance IFRS 16T. Split classification with multiple inflection","For deal CaseAC538-Scenario1.16-CapitalModification&CPI_UPDT* and client SilverGregorianAOP repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:37:22","2023-04-30 16:41:57","274","--","--","@TC4246_CaseAC538-Scenario1.16-CapitalModification&CPI","79179","features/Core/SilverGregorianAOP/CaseAC538-Scenario1.16-CapitalModification&CPI.feature","--","--","AUTO-1061","AUTO-3240","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-le-of-reclassifications-on-renewal-date-should-not-apply-retrospectively","For deal CaseAC171Capitaltest1 and client SilverGregorianAOP repop and Validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:51:29","2023-04-30 16:55:09","220","CaseAC171Capitaltest1","46398","@TC857_CaseAC171Capitaltest1","79215","features/Core/SilverGregorianAOP/CaseAC171Capitaltest1.feature","--","--","AUTO-1061","AUTO-1249","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg022-to-reg024)","For deal REG023_G and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:22:29","2023-04-30 23:25:48","199","REG023_G","567412","@TC471_REG023_G","137435","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG022,REG023,REG024.feature","--","--","78122","85300","Y","12126968.000","84134.852","84134.852","280.000","16405136.000","152569.174","152569.174","380.000",
SilverGregorian,"Core","04-30-2023","uat","re-pop-a-deal-and-compare-ledger-export-report-to-basefile-results","Ledger Export for a deal with Modification accounted for as separate contract","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:41:58","2023-04-30 22:47:38","340","--","--","@TC101_ModificationAccountedForSeparateContract","90595","features/Core/SilverGregorian/ManualScenariosModificationRelated/ManualModificationScenarios_02.feature","--","--","82952","82941","N","88769732.000","2191953.208","2191953.208","2008.000","88769732.000","2191953.208","2191953.208","2008.000",
SilverGregorian,"Core","04-30-2023","uat","generate-and-compare-le-for-a-capital-lease-with-lease-incentives-and-transitioned-ledger","For deal Capital Lease with Lease Incentives and client SilverGregorian repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 19:29:16","2023-04-30 19:32:20","184","Capital Lease with Lease Incentives","41835","@TC107_CapitalLease_With_LeaseIncentives","90514","features/Core/SilverGregorian/ManualScenariosTransitionRelated/MRCapLeaseWithLeaseIncentivesTransitionedLedger.feature","--","--","","","N","30445420.000","1225165.332","1225165.332","693.000","30445420.000","1225165.332","1225165.332","693.000",
GoldGregorian,"Core","04-30-2023","uat","GoldGregorian Accounting Regression Tests V2","For deal REG020_G and client GoldGregorian repop and validate LE V2","Fail","Failed","NA","NA","Failed","No WebObject: designStudioTab FOUND, waited for: 1666sec.","--","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 16:42:02","2023-04-30 16:54:43","760","REG020_G","567160","@TC5795_REG020_G_LEV2","79179","features/Core/GoldGregorian/REGScenarios/DisclosureDealsLEV2.feature","--","--","AUTO-1062","AUTO-5881","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-regression-gold-accounting-tests-(reg-682-gmq)","For deal REG-682_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:05:31","2023-05-01 00:08:39","187","REG-682_GMQ","567822","@TC774_REG-682_GMQ","100154","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG682,REG683,REG684.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC750_GoldRecordAssetEventReport_Op","--","AUTO-992","AUTO-1303","Y","5970396.000","10608.871","10608.871","148.000","29207520.000","125414.976","125414.976","728.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg577-to-reg579)","For deal REG-579_GMQMEC and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:47:22","2023-05-01 00:50:32","190","REG-579_GMQMEC","567747","@TC765_REG-579_GMQMEC","100232","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG579,REG581.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/CIW/@TC892_CIWFxRateImport_Update","--","AUTO-992","AUTO-1329","Y","26418230.000","945109.490","945109.490","598.000","23819468.000","421993.641","421993.641","544.000",
SilverGregorian,"Core","04-30-2023","uat","Schedule Balance Trend V2 report in PDF format","Verify if user is able to generate Schedule Account Balance Trend V2 report in PDF format","Fail","Failed","NA","NA","Failed","Unable to locate frame using WebElement inside frame Account Activity Trend Report Frame","--","The UI Frame not available. Verify screenshot and rerun the test. If the issue still persists - contact automation team.","2023-04-30 17:47:33","2023-04-30 17:58:39","666","--","--","@TC5872_ScheduleAccBalanceTrendV2ReportPDFFormat","79354","features/Core/SilverGregorian/ScheduleBalanceTrendV2ReportInPDFFormat.feature","--","--","AUTO-3116","AUTO-5770","Y","33527243.000","1361828.961","1361828.961","766.000","33086231.000","1358828.926","1358828.926","756.000",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG1008, REG1011, REG1013)","For deal REG-1013_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:20:50","2023-04-30 23:24:10","199","REG-1013_GMQ","568422","@TC3924_REG-1013_GMQ","100080","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG1008,REG1011,REG1013.feature","--","--","AUTO-992","AUTO-2243","Y","611250.000","259404.995","259404.995","14.000","611250.000","259405.005","259405.005","14.000",
